,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min,partition,UC_Origin,UC_Dest,predict_proba,predict
2075,10,22,6,1915,15,154,213,740,1.0,train,1199,1223,0.45676893,0
2085,7,10,7,1926,20,77,289,237,1.0,train,1625,1684,0.42331585,0
2088,2,3,5,1846,16,161,306,237,1.0,train,1338,1419,0.19428498,0
2106,10,17,1,1431,20,276,180,880,1.0,train,1672,1655,0.21139763,0
2107,4,14,4,1655,7,180,19,403,1.0,train,496,440,0.21229492,0
2108,9,28,4,1844,7,19,234,903,1.0,train,443,524,0.23910703,0
2115,7,12,2,2144,16,213,78,240,1.0,train,1362,1303,0.43453556,0
2117,11,29,2,1438,20,276,2,934,1.0,train,1672,1621,0.34109044,0
2130,8,18,4,1616,13,292,213,224,1.0,train,1009,982,0.2847595,0
2133,7,11,1,1830,13,213,47,473,1.0,train,978,910,0.42208472,0
2136,6,18,7,1020,15,19,13,852,1.0,train,1139,1141,0.14647001,0
2137,3,16,4,1338,16,20,213,160,1.0,train,1263,1365,0.29843268,0
2144,10,2,7,2025,10,166,19,761,1.0,train,796,776,0.4747214,0
2147,1,20,4,1920,17,201,182,349,1.0,train,1429,1434,0.2657097,0
2148,2,11,6,2007,16,81,86,251,1.0,train,1300,1306,0.21003073,0
2164,7,17,1,2145,22,138,98,213,0.0,train,1868,1865,0.60374075,1
2166,4,17,1,1529,1,82,259,1464,1.0,train,135,194,0.25060177,0
2170,8,26,5,1519,1,82,106,1119,1.0,train,135,142,0.24380481,0
2174,10,25,3,1725,13,213,292,224,1.0,train,978,1013,0.2674655,0
2176,12,2,6,1614,16,81,204,197,1.0,train,1300,1360,0.18285944,0
2193,9,14,3,1920,5,38,98,200,1.0,train,320,336,0.45118827,0
2196,3,31,4,933,7,98,19,745,1.0,train,470,440,0.22755368,0
2200,2,14,2,1402,20,182,249,1728,1.0,train,1646,1673,0.20254749,0
2204,7,29,6,1908,9,81,161,862,1.0,train,733,749,0.31118283,0
2208,11,27,7,1447,21,138,62,288,1.0,train,1733,1712,0.16485044,0
2215,1,21,6,1917,20,182,188,838,1.0,train,1646,1657,0.45578897,0
2216,7,23,7,1557,1,180,276,880,1.0,train,163,200,0.32567027,0
2217,10,25,3,1840,22,30,213,584,1.0,train,1824,1918,0.44113123,0
2218,5,17,2,1646,3,271,207,371,1.0,train,262,246,0.15901342,0
2224,2,4,5,1812,7,188,74,741,1.0,train,499,458,0.1933101,0
2225,3,31,4,1803,21,36,62,448,1.0,train,1689,1712,0.27386153,0
2227,6,10,6,1426,3,218,159,762,1.0,train,250,240,0.24607956,0
2231,1,15,7,2031,19,221,159,2176,1.0,train,1584,1572,0.28063038,0
2234,3,8,2,1855,10,286,19,406,1.0,train,825,776,0.35144445,0
2235,7,4,1,1525,5,98,161,2454,1.0,train,336,348,0.19803648,0
2238,7,27,3,837,14,108,201,491,1.0,train,1053,1095,0.083809346,0
2243,11,25,5,1350,20,222,2,328,1.0,train,1657,1621,0.25985846,0
2249,1,18,3,1518,21,65,98,462,1.0,train,1704,1731,0.35986114,0
2251,8,31,3,1328,15,166,235,270,1.0,train,1202,1232,0.17270999,0
2252,2,19,6,1611,21,289,139,429,1.0,train,1807,1747,0.23668224,0
2253,2,6,7,1240,16,2,267,493,1.0,train,1257,1398,0.10343239,0
2258,6,21,3,1455,20,222,249,304,1.0,train,1657,1673,0.25650513,0
2260,12,30,6,2002,13,82,199,821,1.0,train,924,977,0.49860144,0
2276,6,28,3,1335,10,106,19,581,1.0,train,785,776,0.37092224,0
2279,5,5,4,1202,21,62,257,304,1.0,train,1701,1808,0.12844662,0
2281,8,12,6,1200,22,222,69,551,1.0,train,1910,1852,0.15925972,0
2288,8,7,1,1105,15,74,136,123,1.0,train,1167,1192,0.08874035,0
2298,12,4,7,2300,7,161,25,2527,1.0,train,491,442,0.31613934,0
2311,1,10,2,2121,3,259,258,679,1.0,train,258,258,0.45327082,0
2316,2,22,3,1931,20,222,212,325,1.0,train,1657,1662,0.3076777,0
2321,1,20,4,1238,18,81,37,649,1.0,train,1459,1453,0.20363392,0
2326,9,30,5,1740,21,139,178,643,1.0,train,1734,1765,0.17412847,0
2342,6,15,4,1506,22,222,161,370,1.0,train,1910,1891,0.33628777,0
2345,6,15,4,1735,20,222,132,1020,1.0,train,1657,1641,0.37981036,0
2347,6,11,7,1627,16,81,289,541,1.0,train,1300,1407,0.17846023,0
2351,1,25,2,1125,20,207,161,337,1.0,train,1649,1650,0.11871628,0
2366,8,9,2,2018,20,276,222,1262,1.0,train,1672,1667,0.3708674,0
2368,6,12,7,2032,1,213,82,802,0.0,train,176,136,0.5563139,1
2374,8,2,3,1529,5,98,266,1608,1.0,train,336,383,0.16969606,0
2375,7,27,3,1204,18,213,120,137,1.0,train,1498,1475,0.17795245,0
2377,11,19,7,1330,1,81,82,641,1.0,train,134,136,0.17176126,0
2379,11,11,5,1727,16,58,213,760,1.0,train,1285,1365,0.34622848,0
2381,3,24,4,1354,7,19,98,745,1.0,train,443,467,0.24834466,0
2383,10,18,2,1336,18,161,159,236,1.0,train,1482,1488,0.1344468,0
2394,3,16,3,1426,4,106,154,1069,1.0,train,278,284,0.25093743,0
2399,11,11,5,1303,16,70,267,320,1.0,train,1295,1398,0.14705542,0
2401,6,12,7,1618,20,222,2,328,1.0,train,1657,1621,0.41805217,0
2414,10,30,1,1744,19,159,271,226,1.0,train,1562,1614,0.16284597,0
2423,7,23,6,1503,15,154,138,228,1.0,train,1199,1194,0.28236055,0
2425,12,31,6,1459,1,213,178,403,1.0,train,176,163,0.34595394,0
2442,8,7,1,1737,20,202,36,471,1.0,train,1648,1627,0.33274266,0
2445,9,2,5,1830,8,244,19,357,1.0,train,691,561,0.4854964,0
2449,11,21,1,950,7,19,38,946,1.0,train,443,446,0.12256879,0
2457,11,15,3,1725,1,166,213,733,1.0,train,159,177,0.28797117,0
2463,3,23,3,1713,21,98,64,529,1.0,train,1720,1714,0.30876794,0
2466,1,6,4,1901,7,98,19,745,1.0,train,470,440,0.31319952,0
2474,2,17,4,1808,20,212,159,197,1.0,train,1652,1649,0.37651435,0
2475,10,4,2,1140,20,239,221,336,1.0,train,1660,1666,0.12872127,0
2478,9,20,2,729,1,25,266,1666,1.0,train,121,196,0.09472326,0
2479,5,21,7,1931,18,98,259,2565,1.0,train,1464,1521,0.35770896,0
2482,1,21,6,1140,15,248,74,879,1.0,train,1234,1170,0.19193266,0
2486,4,30,7,1404,16,259,195,78,1.0,train,1389,1354,0.23666805,0
2488,4,4,1,1632,20,207,249,446,1.0,train,1649,1673,0.28745854,0
2489,6,20,1,812,20,182,239,632,1.0,train,1646,1670,0.08868725,0
2496,3,8,3,1550,20,77,250,248,1.0,train,1625,1674,0.20099996,0
2502,4,7,4,1308,18,81,49,1491,1.0,train,1459,1458,0.15008119,0
2504,3,7,1,1315,12,243,222,601,1.0,train,880,883,0.122561425,0
2507,4,5,3,1819,21,276,139,668,1.0,train,1803,1747,0.23744476,0
2516,10,29,6,1727,1,82,161,1235,1.0,train,135,159,0.25505015,0
2518,6,4,6,1115,20,161,2,677,1.0,train,1640,1621,0.16869771,0
2520,6,3,6,1019,7,180,154,944,1.0,train,496,488,0.12559515,0
2522,9,19,2,1350,22,138,221,134,1.0,train,1868,1921,0.28291136,0
2528,7,26,2,1609,1,82,291,813,1.0,train,135,205,0.25474066,0
2534,6,24,6,1221,10,221,106,992,1.0,train,809,791,0.2166003,0
2535,1,9,7,1417,19,258,221,2378,1.0,train,1598,1594,0.29236573,0
2539,8,13,6,1751,1,213,276,258,1.0,train,176,200,0.27049938,0
2543,5,15,1,1324,20,161,222,370,1.0,train,1640,1667,0.18976617,0
2547,11,28,2,1404,16,267,200,436,1.0,train,1394,1357,0.21954355,0
2549,9,22,5,1605,8,300,19,264,1.0,train,720,561,0.45469254,0
2555,12,21,4,1053,16,267,101,865,1.0,train,1394,1313,0.2443048,0
2556,5,16,2,811,10,220,38,464,1.0,train,808,778,0.05939406,0
2557,10,3,2,1719,16,237,259,199,1.0,train,1375,1393,0.18863979,0
2564,10,24,2,1914,14,201,38,1124,1.0,train,1093,1032,0.2555184,0
2567,3,11,5,2028,20,180,36,616,0.0,train,1645,1627,0.508966,1
2572,6,20,2,850,15,166,242,292,1.0,train,1202,1234,0.0953154,0
2580,5,8,1,935,1,82,159,1055,1.0,train,135,158,0.09604867,0
2591,10,19,3,1503,8,19,299,208,1.0,train,558,725,0.39220488,0
2596,1,18,3,2059,20,159,222,256,1.0,train,1639,1667,0.29970238,0
2601,6,6,1,1916,18,159,161,236,1.0,train,1481,1489,0.24880949,0
2604,3,23,4,1100,13,213,45,810,1.0,train,978,909,0.19525026,0
2606,3,9,4,933,20,132,77,239,1.0,train,1631,1635,0.093838826,0
2616,2,3,4,1200,18,98,81,1605,1.0,train,1464,1466,0.15077071,0
2622,12,25,1,1001,19,264,222,621,1.0,train,1600,1595,0.18439701,0
2626,10,14,5,1906,5,139,226,1117,1.0,train,344,371,0.25252756,0
2632,8,5,5,1747,1,161,168,2615,1.0,train,158,162,0.29386678,0
2646,11,28,1,1424,10,19,248,515,1.0,train,770,823,0.35432836,0
2652,2,17,5,955,20,182,257,271,1.0,train,1646,1675,0.18692702,0
2653,7,20,3,1355,20,250,132,192,1.0,train,1664,1641,0.21657379,0
2654,8,7,1,1820,20,21,132,148,1.0,train,1614,1641,0.42883116,0
2657,3,3,5,1420,8,164,19,303,1.0,train,644,561,0.29490572,0
2659,3,9,4,1435,10,182,19,590,1.0,train,799,776,0.25750294,0
2665,11,15,3,1526,7,19,65,446,1.0,train,443,456,0.19780552,0
2666,3,22,2,1353,19,64,153,329,1.0,train,1542,1569,0.123590015,0
2667,12,22,5,759,21,62,49,314,1.0,train,1701,1708,0.11589218,0
2672,2,24,5,2129,18,213,138,589,0.0,train,1498,1480,0.50878537,1
2679,2,27,1,1155,5,139,259,1635,1.0,train,344,381,0.23949572,0
2680,11,8,3,1214,5,98,139,1400,1.0,train,336,343,0.23192291,0
2685,9,19,1,808,18,213,88,235,1.0,train,1498,1469,0.08428545,0
2689,6,7,2,700,8,179,19,79,1.0,train,651,561,0.043013327,0
2690,11,7,2,1723,19,226,221,267,1.0,train,1586,1594,0.17616433,0
2695,3,20,7,2030,19,166,47,292,1.0,train,1564,1544,0.34206685,0
2699,12,15,5,1309,18,161,82,1235,1.0,train,1482,1467,0.35787436,0
2710,8,10,4,1914,1,80,82,1192,1.0,train,133,136,0.36310768,0
2717,2,23,4,1009,21,257,62,304,1.0,train,1795,1712,0.23946229,0
2719,8,4,5,2048,19,221,47,279,1.0,train,1584,1544,0.4919003,0
2723,3,17,4,1959,14,180,88,957,1.0,train,1083,1049,0.3746856,0
2729,12,20,2,1403,16,259,254,191,1.0,train,1389,1390,0.39344266,0
2733,3,5,7,1337,16,267,259,599,1.0,train,1394,1393,0.22079845,0
2742,5,19,4,1901,18,245,213,528,1.0,train,1509,1505,0.35370424,0
2746,11,6,1,1233,22,181,138,94,1.0,train,1888,1879,0.3474832,0
2748,7,13,3,1255,15,276,74,307,1.0,train,1244,1170,0.15412602,0
2751,10,19,4,805,21,139,64,913,1.0,train,1734,1714,0.06490786,0
2752,1,15,6,1806,13,63,82,164,1.0,train,913,928,0.17316703,0
2761,1,3,1,1645,8,64,74,335,1.0,train,587,595,0.33430108,0
2763,1,4,2,1414,18,249,259,447,1.0,train,1511,1521,0.3381275,0
2765,3,11,6,1649,16,259,269,86,1.0,train,1389,1400,0.24956891,0
2770,11,12,7,1435,1,276,213,258,1.0,train,199,177,0.14903069,0
2771,5,10,3,1857,13,87,82,624,1.0,train,925,928,0.2335206,0
2777,10,20,5,853,10,19,38,946,1.0,train,770,778,0.08349531,0
2797,3,21,1,1638,20,249,264,417,1.0,train,1663,1678,0.34902245,0
2801,2,26,6,1136,1,289,213,585,1.0,train,203,177,0.12734689,0
2809,10,31,1,1923,13,82,245,1266,1.0,train,924,992,0.3452818,0
2816,7,25,1,758,21,296,139,772,1.0,train,1810,1747,0.25656718,0
2817,1,18,3,1245,20,159,207,407,1.0,train,1639,1659,0.16570495,0
2819,10,22,7,2355,18,161,138,2288,1.0,train,1482,1480,0.23302564,0
2836,8,5,5,1835,12,222,19,1587,1.0,train,877,848,0.345876,0
2843,4,12,3,1800,8,19,88,594,1.0,train,558,603,0.24362154,0
2847,10,18,3,2150,16,267,174,461,1.0,train,1394,1346,0.41534984,0
2857,9,9,6,1439,14,201,222,1276,1.0,train,1093,1107,0.15816197,0
2864,10,2,1,1825,18,138,161,2288,1.0,train,1473,1489,0.19652267,0
2868,8,27,7,1733,7,267,154,1989,1.0,train,537,488,0.1105218,0
2870,4,3,1,931,18,38,213,867,1.0,train,1447,1505,0.1785542,0
2872,7,30,6,2040,20,36,153,484,1.0,train,1617,1648,0.33605808,0
2880,7,10,1,918,5,139,98,1400,1.0,train,344,336,0.16770208,0
2886,5,20,5,1624,18,81,221,1557,1.0,train,1459,1508,0.2513938,0
2888,2,27,7,1846,19,180,226,834,1.0,train,1567,1596,0.2620078,0
2889,11,19,6,1711,18,81,213,888,1.0,train,1459,1505,0.26282343,0
2896,7,19,3,1107,19,80,180,759,1.0,train,1544,1577,0.10946639,0
2905,6,13,1,1441,18,80,213,612,1.0,train,1458,1505,0.19724534,0
2909,10,26,4,1039,16,48,81,850,1.0,train,1279,1304,0.1325868,0
2912,7,31,1,1825,7,74,2,1240,1.0,train,461,437,0.41865462,0
2916,6,30,5,1226,7,19,286,406,1.0,train,443,548,0.2396955,0
2919,11,15,3,1901,20,221,188,290,1.0,train,1656,1657,0.354343,0
2929,1,3,2,1535,15,74,29,906,1.0,train,1167,1150,0.33897316,0
2934,5,31,2,1953,18,213,19,606,1.0,train,1498,1449,0.4634882,0
2947,10,5,3,1143,21,188,98,209,1.0,train,1759,1731,0.1450864,0
2948,5,4,4,1741,1,259,161,337,1.0,train,193,159,0.25444213,0
2954,2,21,1,1127,10,180,19,403,1.0,train,798,776,0.22523116,0
2962,8,6,6,1900,10,82,180,984,1.0,train,782,804,0.30576664,0
2971,12,10,6,2055,4,38,106,1237,1.0,train,269,279,0.3803012,0
2976,10,1,6,1009,21,98,235,284,1.0,train,1720,1797,0.15575173,0
2982,12,27,3,1410,8,108,19,644,1.0,train,610,561,0.49080008,0
2984,10,17,1,1830,20,132,77,239,1.0,train,1631,1635,0.24697457,0
2987,4,3,7,1115,4,138,106,901,1.0,train,281,279,0.16758451,0
2991,12,29,4,1620,7,38,106,1237,1.0,train,449,470,0.29824013,0
3007,10,20,5,1616,7,19,166,761,1.0,train,443,493,0.27410638,0
3015,11,11,6,2019,3,16,100,261,1.0,train,220,233,0.32597017,0
3032,6,17,5,1949,1,266,98,1608,1.0,train,195,140,0.38163298,0
3034,8,12,6,2111,18,81,139,861,1.0,train,1459,1481,0.3504869,0
3038,12,4,7,1343,18,267,213,1249,1.0,train,1517,1505,0.13196501,0
3041,6,18,7,1823,22,222,93,347,1.0,train,1910,1863,0.467646,0
3048,4,24,1,1612,21,47,62,192,1.0,train,1696,1712,0.19549017,0
3052,12,26,1,1346,14,201,258,1399,1.0,train,1093,1123,0.4565922,0
3067,6,6,1,1752,1,264,131,2416,1.0,train,194,146,0.23398162,0
3074,5,26,5,1932,1,81,82,641,1.0,train,134,136,0.34146556,0
3084,8,10,3,2205,20,132,77,239,0.0,train,1631,1635,0.5782383,1
3087,5,23,1,1648,8,135,286,523,1.0,train,627,720,0.22865556,0
3093,12,16,5,704,1,82,166,1389,1.0,train,135,160,0.1084638,0
3101,7,25,1,1208,16,213,260,438,1.0,train,1362,1394,0.19435719,0
3103,11,3,4,1650,13,213,282,607,1.0,train,978,1010,0.25265357,0
3106,4,28,4,1703,13,213,223,130,1.0,train,978,985,0.2159836,0
3109,11,14,1,1205,7,180,19,403,1.0,train,496,440,0.17036806,0
3122,11,27,1,746,13,82,169,304,1.0,train,924,961,0.11734123,0
3123,1,7,6,1300,20,36,159,1588,1.0,train,1617,1649,0.15580969,0
3141,12,17,6,1952,5,180,98,938,1.0,train,353,336,0.42459655,0
3152,11,8,3,2135,20,267,159,368,1.0,train,1669,1649,0.39570802,0
3164,3,31,4,2039,10,38,52,549,1.0,train,772,781,0.42861328,0
3166,3,21,1,1724,14,201,159,1300,1.0,train,1093,1077,0.2948094,0
3173,1,1,7,918,13,45,82,383,1.0,train,905,928,0.17013797,0
3180,7,17,7,2039,16,159,233,173,1.0,train,1337,1376,0.27887833,0
3181,7,6,3,1530,10,138,19,533,1.0,train,790,776,0.3725051,0
3186,5,24,3,2059,22,138,98,213,1.0,train,1868,1865,0.3688498,0
3194,1,15,7,1616,7,266,180,1189,1.0,train,536,496,0.17423825,0
3195,12,24,7,936,19,64,221,448,1.0,train,1542,1594,0.17395958,0
3214,11,1,2,1250,1,82,184,432,1.0,train,135,166,0.101518534,0
3223,2,23,4,1621,14,161,131,2556,1.0,train,1076,1066,0.21446241,0
3232,10,4,3,2013,1,161,81,862,1.0,train,158,135,0.28620595,0
3233,3,9,3,1916,3,258,167,965,1.0,train,257,242,0.34855026,0
3236,5,21,7,1408,20,180,221,861,1.0,train,1645,1666,0.25646642,0
3237,9,29,5,1535,15,181,74,429,1.0,train,1206,1170,0.25175217,0
3242,2,5,6,2200,15,166,239,431,1.0,train,1202,1233,0.34341016,0
3251,2,3,4,1943,13,239,25,532,1.0,train,986,903,0.2972629,0
3254,11,26,7,1431,4,154,106,1069,1.0,train,283,279,0.21196984,0
3256,6,20,1,1616,7,271,267,588,1.0,train,539,539,0.23824017,0
3271,4,16,6,818,10,245,286,1079,1.0,train,816,831,0.039078094,0
3276,3,4,5,1231,7,19,286,406,1.0,train,443,548,0.16764492,0
3281,8,19,6,1738,16,289,267,926,1.0,train,1403,1398,0.17822012,0
3285,9,21,3,1738,20,132,77,239,1.0,train,1631,1635,0.17424688,0
3287,3,28,1,1618,5,202,98,1167,1.0,train,360,336,0.41858003,0
3296,2,13,7,2348,1,258,82,1660,1.0,train,192,136,0.1730518,0
3304,10,10,1,1303,20,159,269,397,1.0,train,1639,1680,0.17625338,0
3314,5,1,7,656,13,64,82,936,1.0,train,914,928,0.027677944,0
3316,3,2,4,2,19,159,106,2174,0.0,train,1562,1561,0.54017735,1
3321,4,11,1,1143,1,213,248,1120,1.0,train,176,189,0.15120818,0
3323,8,3,3,1100,1,161,213,1745,1.0,train,158,177,0.17936976,0
3336,8,24,3,1334,18,81,212,819,1.0,train,1459,1504,0.17096636,0
3343,12,31,6,1805,12,286,222,1788,1.0,train,890,883,0.28652686,0
3347,9,17,7,1730,14,226,88,201,1.0,train,1106,1049,0.19638434,0
3364,3,12,6,1603,20,36,132,670,1.0,train,1617,1641,0.1908839,0
3369,3,28,1,1521,19,25,64,644,1.0,train,1531,1549,0.22524583,0
3380,8,3,3,1931,19,226,221,267,1.0,train,1586,1594,0.26715988,0
3388,6,5,7,832,1,82,153,919,1.0,train,135,155,0.07319925,0
3391,10,2,7,1504,8,19,220,508,1.0,train,558,684,0.29407433,0
3396,3,26,7,1625,21,139,169,374,1.0,train,1734,1762,0.16083266,0
3408,5,5,5,1600,20,258,222,1107,1.0,train,1666,1667,0.3570743,0
3409,1,23,1,1114,11,218,208,2562,1.0,train,833,838,0.17164855,0
3414,10,14,6,1210,20,222,207,646,1.0,train,1657,1659,0.16598724,0
3415,7,1,6,1727,20,159,243,345,1.0,train,1639,1671,0.28397608,0
3417,7,3,1,1636,20,209,178,313,1.0,train,1650,1654,0.23306505,0
3420,12,20,3,1406,1,82,276,551,1.0,train,135,200,0.29973572,0
3421,4,22,5,1529,6,138,217,859,1.0,train,413,421,0.22049797,0
3423,4,10,7,1342,1,82,189,1121,1.0,train,135,168,0.2249088,0
3425,6,16,4,714,18,271,81,846,1.0,train,1519,1466,0.06349864,0
3430,5,20,5,1500,8,210,19,821,1.0,train,673,561,0.33286145,0
3456,11,30,4,1856,18,213,74,264,1.0,train,1498,1463,0.29393125,0
3472,2,12,6,1510,10,106,82,1119,1.0,train,785,788,0.17270125,0
3476,6,1,3,1018,13,111,213,157,1.0,train,932,982,0.14818558,0
3478,7,27,3,940,14,65,88,155,1.0,train,1038,1049,0.09329132,0
3479,5,19,4,2109,12,221,159,2176,1.0,train,876,869,0.2763881,0
3488,2,4,6,2134,3,259,233,421,1.0,train,258,254,0.44962507,0
3498,1,3,1,2037,16,259,102,158,1.0,train,1389,1314,0.42187974,0
3502,2,21,1,1518,21,65,139,986,1.0,train,1704,1747,0.24842474,0
3510,6,30,4,1602,13,78,213,240,1.0,train,921,982,0.3409498,0
3525,10,21,5,1420,15,180,250,1040,1.0,train,1205,1238,0.23103262,0
3528,10,4,2,1536,9,159,81,629,1.0,train,742,740,0.16019009,0
3534,12,22,5,2001,19,93,222,347,1.0,train,1548,1595,0.42325485,0
3546,1,13,4,1019,18,80,213,612,1.0,train,1458,1505,0.16468567,0
3552,3,18,6,1713,14,201,88,528,1.0,train,1093,1049,0.28404602,0
3558,7,9,6,2400,4,207,138,2408,1.0,train,289,282,0.23041661,0
3569,7,9,7,2019,10,19,38,946,0.0,train,770,778,0.57165045,1
3572,3,22,3,1155,1,82,93,551,1.0,train,135,139,0.1238225,0
3581,4,7,5,1415,5,139,180,853,1.0,train,344,351,0.19897279,0
3585,3,26,7,1718,20,132,161,1390,1.0,train,1631,1650,0.31125677,0
3596,10,10,1,1530,1,239,189,700,1.0,train,185,168,0.21234563,0
3598,6,12,1,1656,8,284,19,223,1.0,train,710,561,0.4332844,0
3602,4,3,1,1629,1,213,249,1723,1.0,train,176,190,0.309027,0
3607,12,14,4,723,21,178,139,643,1.0,train,1752,1747,0.16474418,0
3615,2,19,7,2000,16,213,214,717,1.0,train,1362,1366,0.45975593,0
3620,1,12,4,1821,3,258,161,954,1.0,train,257,241,0.36209235,0
3626,7,23,7,1325,19,222,62,1737,1.0,train,1585,1548,0.22699207,0
3631,5,10,3,1548,18,38,138,413,1.0,train,1447,1480,0.16569886,0
3636,12,18,7,719,18,180,161,2217,1.0,train,1486,1489,0.1066221,0
3641,3,10,4,1927,21,45,139,253,1.0,train,1694,1747,0.33613658,0
3648,12,21,3,1929,5,98,250,1569,1.0,train,336,378,0.40369257,0
3655,2,10,4,1749,14,88,19,594,1.0,train,1046,1023,0.27137893,0
3656,8,22,2,2118,7,19,248,515,1.0,train,443,530,0.33959156,0
3660,8,12,6,901,19,80,38,399,1.0,train,1544,1542,0.062410202,0
3667,4,12,3,1752,18,81,159,629,1.0,train,1459,1488,0.16129111,0
3668,7,27,3,2056,19,245,80,296,1.0,train,1593,1551,0.36191937,0
3672,4,12,2,1024,13,38,80,399,1.0,train,904,927,0.09730015,0
3675,7,7,4,2120,20,49,30,682,0.0,train,1621,1626,0.5514417,1
3677,8,9,3,2117,13,213,66,135,1.0,train,978,920,0.42497218,0
3681,2,14,2,1532,13,140,82,328,1.0,train,945,928,0.1332078,0
3690,6,10,5,2000,1,82,258,1660,1.0,train,135,193,0.43282798,0
3700,7,20,4,1607,18,213,161,1745,1.0,train,1498,1489,0.38378093,0
3701,3,19,6,1844,13,140,213,588,1.0,train,945,982,0.34742677,0
3704,3,12,6,1157,14,88,201,528,1.0,train,1046,1095,0.11493056,0
3707,8,18,4,1739,1,213,221,678,1.0,train,176,181,0.38612905,0
3711,4,12,3,1731,18,226,213,412,1.0,train,1503,1505,0.20983222,0
3712,10,6,5,1333,8,19,182,590,1.0,train,558,658,0.29861572,0
3725,6,25,7,1822,20,159,222,256,1.0,train,1639,1667,0.43522596,0
3727,2,23,4,1558,20,221,248,992,1.0,train,1656,1672,0.4301765,0
3742,4,9,7,833,19,80,166,214,1.0,train,1544,1574,0.055267476,0
3751,5,20,6,1117,18,81,138,1452,1.0,train,1459,1480,0.1296299,0
3757,8,19,5,2047,18,213,201,334,1.0,train,1498,1498,0.4318209,0
3758,11,27,1,1156,14,201,213,334,1.0,train,1093,1102,0.2648968,0
3766,10,9,1,745,13,133,213,738,1.0,train,941,982,0.09764731,0
3769,11,9,3,2104,5,98,139,1400,1.0,train,336,343,0.4528456,0
3774,7,25,2,2319,10,19,82,732,0.0,train,770,788,0.8229766,1
3791,2,23,4,1400,21,93,139,667,1.0,train,1717,1747,0.2797072,0
3822,3,9,4,1339,16,161,2,677,1.0,train,1338,1261,0.24807197,0
3823,7,18,1,1940,20,178,234,1234,1.0,train,1644,1669,0.47639045,0
3826,7,20,4,1131,20,221,25,196,1.0,train,1656,1625,0.23747452,0
3829,9,28,4,1541,21,62,138,288,1.0,train,1701,1746,0.18158977,0
3832,12,23,5,1807,13,152,82,408,1.0,train,947,928,0.45901123,0
3836,9,8,5,1302,19,249,64,2077,1.0,train,1595,1549,0.16960685,0
3839,1,14,5,1227,13,38,166,185,1.0,train,904,960,0.21866795,0
3841,4,23,6,1607,1,82,222,868,1.0,train,135,182,0.3307868,0
3862,7,8,5,1914,12,222,190,1460,1.0,train,877,874,0.36087292,0
3863,4,1,6,1720,13,182,82,797,1.0,train,964,928,0.21648894,0
3873,5,10,3,1250,13,213,96,273,1.0,train,978,931,0.14653696,0
3886,6,11,7,1935,20,239,286,587,1.0,train,1660,1683,0.49345055,0
3887,6,3,5,1410,20,222,159,256,1.0,train,1657,1649,0.26772505,0
3888,7,31,1,1709,16,261,161,348,1.0,train,1391,1341,0.14046872,0
3889,12,27,2,1045,8,96,19,350,1.0,train,603,561,0.24941362,0
3890,9,27,3,2130,15,74,88,229,1.0,train,1167,1177,0.21164489,0
3893,7,2,6,1807,14,153,88,814,1.0,train,1071,1049,0.2852758,0
3895,12,23,6,1029,18,81,202,1062,1.0,train,1459,1499,0.34057477,0
3906,6,23,5,1356,21,229,139,489,1.0,train,1781,1747,0.28006658,0
3920,3,8,2,2338,7,19,286,406,0.0,train,443,548,0.617952,1
3923,1,20,4,1810,18,213,166,733,1.0,train,1498,1490,0.36648017,0
3935,8,10,4,1526,5,62,98,404,1.0,train,326,336,0.4177834,0
3957,6,22,4,1700,4,286,154,1005,1.0,train,312,284,0.3784188,0
3959,5,23,2,1507,18,258,259,679,1.0,train,1513,1521,0.26486513,0
3962,10,1,7,1724,5,217,98,1024,1.0,train,369,336,0.29346672,0
3966,2,26,7,1405,14,88,180,957,1.0,train,1046,1085,0.19014962,0
3976,4,24,1,1005,1,222,213,1440,1.0,train,181,177,0.16680203,0
3977,7,1,6,1935,13,82,121,999,1.0,train,924,942,0.43962464,0
3978,7,18,1,1555,15,184,74,403,1.0,train,1208,1170,0.23009363,0
3983,1,11,2,1940,13,214,213,717,1.0,train,979,982,0.37119824,0
3989,2,12,7,1635,20,276,2,934,1.0,train,1672,1621,0.38077047,0
4001,12,19,2,759,16,259,212,363,1.0,train,1389,1364,0.13230288,0
4002,8,31,4,1020,22,86,81,251,1.0,train,1847,1857,0.19191664,0
4008,11,16,3,2130,15,64,19,227,1.0,train,1162,1142,0.47789744,0
4013,5,19,5,1936,1,213,258,1721,1.0,train,176,193,0.4459331,0
4014,1,21,5,831,18,112,81,836,1.0,train,1467,1466,0.09436621,0
4028,10,28,6,1738,20,37,218,344,1.0,train,1618,1665,0.27749962,0
4046,4,23,7,1505,18,222,213,1440,1.0,train,1502,1505,0.27910477,0
4048,1,2,1,1733,20,159,222,256,1.0,train,1639,1667,0.45623496,0
4055,7,7,5,1702,18,213,81,888,1.0,train,1498,1466,0.3307771,0
4070,7,19,3,1555,20,49,234,328,1.0,train,1621,1669,0.29283032,0
4071,11,22,3,1952,19,64,49,361,1.0,train,1542,1546,0.26401377,0
4074,2,18,6,837,15,74,64,335,1.0,train,1167,1165,0.08827901,0
4079,7,21,5,1045,22,222,61,306,1.0,train,1910,1847,0.2635053,0
